transaction_id,amount,hour,state,device,sender_id,receiver_id,fraud_flag
txn_025045,135.78175752699718,20,Maharashtra,Android,user_0326,user_0493,0
txn_015727,1027.0896636967339,11,UP,iOS,user_0198,user_0475,0
txn_029600,241.33995386104306,16,Maharashtra,Android,user_0451,user_0123,0
txn_010430,132.60798239017552,21,West Bengal,Android,user_0210,user_0380,0
txn_025768,391.9610001399172,9,Bihar,Android,user_0001,user_0324,0
txn_029103,674.3781344550722,10,Gujarat,iOS,user_0239,user_0101,0
txn_036537,1220.470955357179,20,Rajasthan,Android,user_0134,user_0085,0
txn_039328,2601.3752771676186,16,Maharashtra,iOS,user_0489,user_0091,0
txn_035539,152.8001009089514,10,Delhi,iOS,user_0178,user_0320,0
txn_028075,595.2970178448518,19,Karnataka,iOS,user_0361,user_0478,0
txn_017840,1577.4454567848022,15,Bihar,Android,user_0222,user_0454,0
txn_027802,158.1363016314811,12,Punjab,iOS,user_0059,user_0224,0
txn_007682,763.4080529621225,16,Tamil Nadu,Android,user_0495,user_0103,0
txn_024279,366.5101208750267,20,Gujarat,Android,user_0263,user_0014,0
txn_033070,363.90113261218494,21,Karnataka,iOS,user_0109,user_0170,0
txn_035557,5.654781153177522,19,West Bengal,iOS,user_0447,user_0311,0
txn_037189,836.5685036990154,9,Bihar,Android,user_0453,user_0471,0
txn_047149,11191.196796983944,1,UP,Android,user_0025,user_0470,1
txn_046915,1357.2489371816935,18,West Bengal,Android,user_0021,user_0066,0
txn_009801,178.52376221385717,12,Bihar,iOS,user_0333,user_0029,0
txn_038800,2101.187702230759,20,Rajasthan,iOS,user_0447,user_0428,0
txn_024669,1595.4101993281593,18,Punjab,iOS,user_0087,user_0012,0
txn_044233,1305.6280627012475,9,Gujarat,Android,user_0480,user_0269,0
txn_031919,2525.9331364479976,17,UP,Android,user_0390,user_0396,0
txn_007134,533.1144475951788,18,Karnataka,iOS,user_0399,user_0310,0
txn_033704,72.37338375391835,18,Delhi,Android,user_0301,user_0095,0
txn_029660,95.05219434124731,17,Karnataka,Android,user_0067,user_0463,0
txn_017893,786.0925820859106,11,Bihar,Android,user_0020,user_0183,0
txn_022018,2576.267025031739,20,Bihar,iOS,user_0339,user_0087,0
txn_013538,1437.8462836809613,13,Bihar,iOS,user_0498,user_0108,0
txn_043118,2430.1146301714302,12,West Bengal,Android,user_0461,user_0280,0
txn_036420,3142.5825830443164,21,West Bengal,iOS,user_0322,user_0241,0
txn_009405,418.2831242978546,14,Karnataka,iOS,user_0128,user_0032,0
txn_013413,121.41388903760122,20,Karnataka,Android,user_0183,user_0151,0
txn_006720,1183.6670672106586,11,Maharashtra,Android,user_0208,user_0469,0
txn_015601,2719.7186799663323,17,West Bengal,Android,user_0439,user_0368,0
txn_044743,1386.4683383740191,10,West Bengal,Android,user_0224,user_0161,0
txn_031138,630.7805941137533,16,West Bengal,iOS,user_0464,user_0402,0
txn_002729,529.4383076474935,20,Gujarat,iOS,user_0422,user_0097,0
txn_038242,212.9839598746308,14,West Bengal,Android,user_0313,user_0030,0
txn_029625,387.239607402503,15,Gujarat,iOS,user_0077,user_0374,0
txn_047894,590.2708021139746,23,UP,Android,user_0004,user_0486,1
txn_042090,1524.3294361853602,10,Punjab,Android,user_0345,user_0076,0
txn_036399,913.9801810392119,21,Bihar,Android,user_0191,user_0495,0
txn_006244,1131.5142656701428,14,West Bengal,Android,user_0107,user_0422,0
txn_005545,62.61032173871535,15,Delhi,iOS,user_0029,user_0067,0
txn_004064,1605.3240023540777,8,West Bengal,iOS,user_0195,user_0450,0
txn_012851,423.16056888859544,15,Delhi,Android,user_0069,user_0153,0
txn_021802,500.8982414805728,19,Delhi,Android,user_0204,user_0006,0
txn_041163,2019.8648650528955,14,Tamil Nadu,iOS,user_0223,user_0462,0
txn_006232,646.1271628207128,11,Punjab,Android,user_0471,user_0396,0
txn_003862,374.0315041722225,15,Tamil Nadu,Android,user_0249,user_0122,0
txn_035094,1021.7350023467286,15,Karnataka,Android,user_0089,user_0035,0
txn_040195,1214.71769150762,12,Rajasthan,Android,user_0456,user_0277,0
txn_039250,665.4706342587374,11,UP,Android,user_0468,user_0373,0
txn_006217,365.2608667198721,8,Bihar,Android,user_0049,user_0404,0
txn_036775,970.234876323064,18,Maharashtra,Android,user_0362,user_0082,0
txn_042976,1204.4025523525468,19,West Bengal,iOS,user_0355,user_0131,0
txn_048467,8229.475824219897,4,UP,Web,user_0021,user_0478,1
txn_014831,585.662987704303,12,Maharashtra,Android,user_0490,user_0405,0
txn_030092,247.22866248564452,13,Tamil Nadu,Android,user_0033,user_0321,0
txn_008893,544.7330503863564,16,UP,Android,user_0340,user_0289,0
txn_006020,433.00598970777105,14,Bihar,iOS,user_0042,user_0328,0
txn_046088,845.594566436869,20,Rajasthan,iOS,user_0240,user_0435,0
txn_015242,513.4018614003884,19,Punjab,iOS,user_0376,user_0435,0
txn_045307,1360.7631045409316,10,Karnataka,Android,user_0182,user_0166,0
txn_026550,1255.5843338023262,8,Rajasthan,iOS,user_0221,user_0428,0
txn_006034,815.5492489422468,21,Bihar,Android,user_0426,user_0372,0
txn_007905,3871.923219630139,21,Punjab,iOS,user_0452,user_0234,0
txn_032225,558.3675358517266,13,Rajasthan,Android,user_0109,user_0000,0
txn_006017,633.3413336966647,8,Karnataka,iOS,user_0360,user_0461,0
txn_021879,128.88850870214452,15,Gujarat,Android,user_0135,user_0113,0
txn_002791,3176.727911541157,10,Tamil Nadu,Android,user_0257,user_0124,0
txn_042605,169.93456445455914,15,Maharashtra,Android,user_0408,user_0194,0
txn_005823,1053.0348402486068,21,Tamil Nadu,iOS,user_0187,user_0266,0
txn_015387,232.00858724604637,10,Bihar,iOS,user_0001,user_0260,0
txn_029561,247.208723021921,14,UP,Android,user_0331,user_0285,0
txn_039475,488.35719775568907,11,Gujarat,Android,user_0082,user_0415,0
txn_000292,1383.4810956305087,15,Rajasthan,Android,user_0401,user_0304,0
txn_016957,180.60187598478285,20,Delhi,Android,user_0485,user_0163,0
txn_030860,143.52759114138323,11,UP,Android,user_0344,user_0096,0
txn_014073,2143.0848290405365,12,West Bengal,iOS,user_0466,user_0444,0
txn_021856,120.09216214503962,21,Maharashtra,Android,user_0368,user_0124,0
txn_022079,329.8614501927199,20,Delhi,iOS,user_0334,user_0057,0
txn_017023,17.62386755136686,21,Punjab,Android,user_0252,user_0279,0
txn_008739,714.7505247014824,15,UP,Android,user_0001,user_0293,0
txn_015825,255.40683843654048,12,Punjab,iOS,user_0270,user_0046,0
txn_002741,204.30746351887285,10,Karnataka,Android,user_0074,user_0317,0
txn_018048,24.988588987789782,16,Maharashtra,Android,user_0454,user_0260,0
txn_049936,18606.254733937705,22,Bihar,Web,user_0003,user_0493,1
txn_017372,5.724448230710429,14,West Bengal,Android,user_0427,user_0490,0
txn_022021,434.4468781979283,10,Tamil Nadu,Android,user_0240,user_0054,0
txn_046364,791.3624900605738,9,Gujarat,iOS,user_0275,user_0261,0
txn_023537,4448.349402534848,14,Bihar,Android,user_0330,user_0120,0
txn_045499,1100.1397332471442,20,Maharashtra,iOS,user_0350,user_0220,0
txn_040185,2731.8762786280727,16,Bihar,Android,user_0235,user_0378,0
txn_009613,88.18362057585668,9,Punjab,Android,user_0043,user_0190,0
txn_043281,1476.699397747797,8,Punjab,Android,user_0377,user_0410,0
txn_037891,93.88306215900302,15,Rajasthan,Android,user_0322,user_0221,0
txn_026178,662.1055902514432,14,Tamil Nadu,iOS,user_0225,user_0290,0
txn_045892,383.4814063711124,10,Karnataka,iOS,user_0107,user_0078,0
txn_020933,1010.647025914699,21,Rajasthan,iOS,user_0342,user_0197,0
txn_040971,171.30696506411303,17,Maharashtra,Android,user_0448,user_0444,0
txn_022224,345.6704897488662,15,Punjab,iOS,user_0431,user_0001,0
txn_024381,1562.4595936467394,19,Tamil Nadu,Android,user_0223,user_0133,0
txn_034855,358.56600072196,9,Karnataka,Android,user_0118,user_0000,0
txn_048577,1133.9693028145027,22,UP,Web,user_0010,user_0494,1
txn_038536,203.71985240499964,19,Gujarat,iOS,user_0085,user_0236,0
txn_031755,202.83741626988072,16,West Bengal,iOS,user_0397,user_0017,0
txn_007753,443.20433917860544,8,Karnataka,iOS,user_0462,user_0016,0
txn_046638,1360.3197978333912,11,Gujarat,iOS,user_0189,user_0005,0
txn_043834,646.6561518041976,14,Punjab,iOS,user_0223,user_0408,0
txn_026235,1550.8501064118834,21,Punjab,Android,user_0417,user_0422,0
txn_044229,2087.629198469275,21,Karnataka,Android,user_0179,user_0351,0
txn_049596,7450.196591489714,3,Bihar,Web,user_0012,user_0455,1
txn_018552,564.7691525930338,16,Punjab,Android,user_0272,user_0217,0
txn_043136,1924.6402692653626,14,Rajasthan,Android,user_0049,user_0394,0
txn_036672,211.62055603559588,8,Tamil Nadu,iOS,user_0318,user_0415,0
txn_043649,497.52730366334214,14,Karnataka,Android,user_0227,user_0119,0
txn_003940,1132.6872270989834,18,Karnataka,iOS,user_0162,user_0434,0
txn_031496,528.8413643822222,15,Karnataka,Android,user_0207,user_0301,0
txn_026593,1044.0635912981065,10,Tamil Nadu,iOS,user_0310,user_0137,0
txn_023921,16.962561899463683,17,Karnataka,Android,user_0206,user_0192,0
txn_026402,551.7457513377547,20,Bihar,iOS,user_0278,user_0499,0
txn_045942,2326.896764189605,16,Karnataka,Android,user_0054,user_0492,0
txn_048525,16649.78241557686,22,Bihar,Web,user_0009,user_0494,1
txn_018315,1274.066431766666,18,Maharashtra,Android,user_0190,user_0487,0
txn_036893,74.04076925143931,14,Delhi,iOS,user_0203,user_0431,0
txn_026695,86.1394117821962,8,Tamil Nadu,Android,user_0043,user_0272,0
txn_042127,974.9948544192362,16,Rajasthan,Android,user_0476,user_0270,0
txn_014170,1190.3835339527814,12,Bihar,Android,user_0233,user_0174,0
txn_003732,473.50494806887093,20,Gujarat,Android,user_0147,user_0100,0
txn_007881,488.8563157058119,11,Bihar,Android,user_0467,user_0429,0
txn_006016,113.68475375259663,15,Delhi,Android,user_0012,user_0409,0
txn_023029,122.65458028594716,11,Rajasthan,Android,user_0362,user_0302,0
txn_035473,152.01240383290434,10,West Bengal,Android,user_0224,user_0032,0
txn_049685,703.4869818794269,0,Bihar,Web,user_0009,user_0450,1
txn_004817,1370.173230927827,18,Bihar,iOS,user_0208,user_0068,0
txn_041693,1637.3705719551135,11,UP,iOS,user_0355,user_0323,0
txn_012007,1631.0228233979938,9,Maharashtra,iOS,user_0322,user_0283,0
txn_041327,87.27053937929854,12,Bihar,iOS,user_0198,user_0100,0
txn_009506,74.15053361790329,9,Gujarat,Android,user_0114,user_0150,0
txn_044798,557.4535592541308,12,Punjab,Android,user_0310,user_0324,0
txn_034062,697.7680893963466,21,Maharashtra,Android,user_0480,user_0365,0
txn_027474,4.288537411546793,10,Punjab,Android,user_0378,user_0401,0
txn_031143,157.08760253905137,19,Gujarat,Android,user_0243,user_0217,0
txn_021235,180.77891949718432,16,West Bengal,iOS,user_0260,user_0079,0
txn_001390,215.4028347981762,13,Gujarat,Android,user_0092,user_0101,0
txn_038249,551.0130280545396,14,Tamil Nadu,Android,user_0122,user_0392,0
txn_037624,477.81814544349606,19,Tamil Nadu,iOS,user_0358,user_0398,0
txn_042028,227.46792018461193,12,Gujarat,iOS,user_0256,user_0433,0
txn_020834,187.26291381081,21,Tamil Nadu,iOS,user_0399,user_0358,0
txn_014757,752.6623682770287,20,Punjab,Android,user_0471,user_0177,0
txn_026396,331.28598015136816,10,Gujarat,iOS,user_0481,user_0491,0
txn_006808,324.8172594161514,12,West Bengal,iOS,user_0496,user_0251,0
txn_009225,2097.862227649326,19,Tamil Nadu,Android,user_0259,user_0400,0
txn_048394,3066.9593329546874,23,Bihar,Web,user_0039,user_0459,1
txn_005395,372.22759233414,21,West Bengal,Android,user_0402,user_0416,0
txn_006943,38.48243505499917,15,Karnataka,Android,user_0324,user_0234,0
txn_023870,371.32331549847197,13,Rajasthan,Android,user_0050,user_0238,0
txn_032492,602.5193547800918,20,Maharashtra,iOS,user_0493,user_0082,0
txn_036345,192.44019699335098,13,Bihar,Android,user_0136,user_0032,0
txn_010755,831.976870329851,8,UP,Android,user_0287,user_0315,0
txn_012301,712.3139730524504,12,Delhi,Android,user_0336,user_0310,0
txn_048386,5928.945162343182,22,UP,Android,user_0014,user_0489,1
txn_042745,218.0464951978732,18,Bihar,iOS,user_0060,user_0130,0
txn_029089,499.85315293443585,16,Karnataka,Android,user_0463,user_0385,0
txn_044712,28.45944718322776,9,Tamil Nadu,iOS,user_0084,user_0424,0
txn_014343,2321.490473304793,18,UP,Android,user_0414,user_0241,0
txn_038172,763.4014766466355,14,Tamil Nadu,Android,user_0145,user_0453,0
txn_005071,1079.7033162735738,9,Gujarat,Android,user_0293,user_0429,0
txn_024121,814.1490237716195,17,Maharashtra,iOS,user_0469,user_0440,0
txn_048809,12125.276827983307,4,UP,Web,user_0025,user_0481,1
txn_017820,1360.1307173122727,8,Karnataka,Android,user_0129,user_0469,0
txn_001122,1585.1414275799698,18,Punjab,Android,user_0484,user_0087,0
txn_011264,1037.8501278322713,16,Punjab,Android,user_0102,user_0351,0
txn_030579,996.6540005422299,18,Karnataka,iOS,user_0350,user_0191,0
txn_045464,292.197091294579,16,Karnataka,Android,user_0305,user_0463,0
txn_048216,31362.475702649008,0,UP,Web,user_0049,user_0482,1
txn_043044,1906.7294672085893,14,UP,iOS,user_0375,user_0351,0
txn_015656,402.4083244372327,19,Bihar,Android,user_0389,user_0139,0
txn_001900,646.3554681569411,21,Karnataka,Android,user_0093,user_0084,0
txn_000147,558.8157062637108,19,Delhi,iOS,user_0324,user_0391,0
txn_029642,423.4964187715143,21,Punjab,iOS,user_0005,user_0465,0
txn_003211,895.8166497996455,19,West Bengal,iOS,user_0108,user_0129,0
txn_043850,474.9929476048215,20,UP,Android,user_0477,user_0189,0
txn_002354,1029.8054343257286,21,Tamil Nadu,Android,user_0278,user_0147,0
txn_031520,977.9974669073611,15,UP,Android,user_0470,user_0062,0
txn_042583,1403.4100260398973,15,Tamil Nadu,Android,user_0481,user_0293,0
txn_043337,968.8008504046238,13,Maharashtra,iOS,user_0094,user_0161,0
txn_045284,1188.4230907277743,8,Delhi,iOS,user_0060,user_0371,0
txn_046956,804.0964599744291,11,Delhi,iOS,user_0461,user_0475,0
txn_048790,12742.201388958114,1,UP,Web,user_0037,user_0471,1
txn_036585,48.44975718843788,21,West Bengal,iOS,user_0158,user_0278,0
txn_010465,368.21060445606037,13,Punjab,Android,user_0275,user_0263,0
txn_007821,383.90985894983305,10,Tamil Nadu,Android,user_0007,user_0098,0
txn_007205,162.2607152909881,17,Punjab,Android,user_0477,user_0101,0
txn_006413,403.417023635732,21,Tamil Nadu,Android,user_0206,user_0229,0
txn_034046,641.2126619558856,20,Maharashtra,iOS,user_0035,user_0340,0
txn_012728,674.6327069717883,18,UP,Android,user_0008,user_0027,0
txn_006925,32.28893604177407,8,Gujarat,Android,user_0411,user_0374,0
txn_027995,194.6649594815609,11,Punjab,Android,user_0363,user_0351,0
txn_037612,1887.2941529886048,10,UP,iOS,user_0481,user_0286,0
txn_039483,36.85203010556352,9,Rajasthan,Android,user_0420,user_0257,0
txn_003016,1055.504083194215,15,Tamil Nadu,iOS,user_0328,user_0407,0
txn_001640,621.1484790392982,11,UP,iOS,user_0359,user_0385,0
txn_008883,308.1207508144694,16,Rajasthan,Android,user_0293,user_0051,0
txn_037601,1632.89824850455,14,Rajasthan,iOS,user_0147,user_0169,0
txn_012969,217.04940559038715,15,Delhi,Android,user_0262,user_0217,0
txn_023463,182.64778300464548,8,UP,Android,user_0084,user_0387,0
txn_015757,248.2735370930362,18,Delhi,Android,user_0080,user_0205,0
txn_044076,398.2898042850212,16,Delhi,Android,user_0293,user_0069,0
txn_004086,112.30555118130982,17,West Bengal,Android,user_0314,user_0200,0
txn_000508,2393.3908200267488,17,Maharashtra,Android,user_0054,user_0415,0
txn_006354,2028.328790182972,14,Gujarat,Android,user_0283,user_0212,0
txn_029644,229.33171965901465,19,UP,Android,user_0207,user_0390,0
txn_020815,936.1433836019863,16,West Bengal,Android,user_0121,user_0442,0
txn_006234,380.75729826422054,11,Tamil Nadu,Android,user_0034,user_0438,0
txn_031989,365.6756886849907,19,Gujarat,Android,user_0181,user_0419,0
txn_012995,2253.857254984193,16,Bihar,Android,user_0442,user_0466,0
txn_042501,131.08433721493674,16,Rajasthan,Android,user_0219,user_0156,0
txn_038920,325.4753461739818,20,Delhi,Android,user_0249,user_0228,0
txn_000262,120.73646931381133,14,Rajasthan,Android,user_0067,user_0220,0
txn_007891,560.250353777681,21,Maharashtra,Android,user_0408,user_0138,0
txn_010527,58.92307088368606,19,Delhi,iOS,user_0219,user_0242,0
txn_018600,325.2672617771084,9,West Bengal,Android,user_0137,user_0410,0
txn_024114,283.18919558390604,16,Maharashtra,iOS,user_0261,user_0129,0
txn_033498,465.13714282360405,9,West Bengal,iOS,user_0476,user_0480,0
txn_013471,724.9566771571951,8,Maharashtra,Android,user_0176,user_0065,0
txn_031725,1719.6504520810688,12,Delhi,Android,user_0398,user_0225,0
txn_023690,372.08222949491665,17,Punjab,Android,user_0335,user_0044,0
txn_010557,1563.1855901925246,8,Tamil Nadu,Android,user_0289,user_0310,0
txn_006556,364.92651188606237,11,Karnataka,iOS,user_0199,user_0439,0
txn_045577,108.30497024662604,13,Delhi,iOS,user_0023,user_0095,0
txn_041503,716.0315147528432,14,UP,Android,user_0418,user_0297,0
txn_027872,366.99435563353916,8,West Bengal,Android,user_0448,user_0098,0
txn_010810,827.0818597489287,9,Rajasthan,iOS,user_0388,user_0465,0
txn_038214,362.0229072916004,8,Delhi,Android,user_0127,user_0493,0
txn_011730,990.6996886010218,10,West Bengal,iOS,user_0081,user_0073,0
txn_027438,827.9709399655239,21,Gujarat,Android,user_0027,user_0238,0
txn_021779,17.873175581716886,20,Rajasthan,Android,user_0246,user_0261,0
txn_034079,621.957304174079,21,Rajasthan,Android,user_0438,user_0484,0
txn_022915,737.9179833066701,18,Delhi,iOS,user_0148,user_0392,0
txn_008085,864.7610757093327,11,Punjab,Android,user_0497,user_0434,0
txn_043467,40.24130201532198,12,West Bengal,Android,user_0161,user_0431,0
txn_014709,46.127979844284255,20,Delhi,iOS,user_0408,user_0424,0
txn_015466,1828.2605864720658,16,Bihar,Android,user_0026,user_0475,0
txn_037172,556.4600186623495,20,Punjab,Android,user_0464,user_0153,0
txn_028748,142.25196698416022,8,Tamil Nadu,iOS,user_0376,user_0345,0
txn_003104,239.4924659962554,16,Punjab,iOS,user_0000,user_0357,0
txn_000708,235.11106743472112,21,Punjab,Android,user_0498,user_0165,0
txn_038385,180.02973798923577,18,Gujarat,Android,user_0083,user_0172,0
txn_023444,1545.8982693775079,19,Delhi,iOS,user_0126,user_0392,0
txn_026510,22.08477996600059,12,Bihar,Android,user_0057,user_0433,0
txn_008466,459.2639500294725,9,Gujarat,iOS,user_0203,user_0343,0
txn_006230,691.2697528400678,20,Rajasthan,Android,user_0438,user_0000,0
txn_046358,1341.3097943688217,8,Rajasthan,Android,user_0312,user_0227,0
txn_039357,373.2096694831106,13,Bihar,Android,user_0016,user_0304,0
txn_016386,33.3022505684319,14,UP,Android,user_0095,user_0227,0
txn_034165,178.77433544295818,20,Gujarat,Android,user_0171,user_0304,0
txn_004168,302.57391105004683,15,UP,iOS,user_0057,user_0338,0
txn_005803,1354.0634202537528,12,Bihar,iOS,user_0259,user_0241,0
txn_012753,44.75707422669141,16,Tamil Nadu,iOS,user_0125,user_0256,0
txn_002189,874.8637471373386,19,Bihar,iOS,user_0482,user_0195,0
txn_012187,761.6247098644567,10,Tamil Nadu,Android,user_0329,user_0222,0
txn_031727,150.72641418597055,11,Bihar,iOS,user_0461,user_0488,0
txn_019245,4430.673114782856,16,Punjab,iOS,user_0385,user_0075,0
txn_037866,1414.20546064165,8,Delhi,iOS,user_0169,user_0388,0
txn_043514,1.6213787194541065,12,West Bengal,Android,user_0075,user_0214,0
txn_008718,1718.8597739873237,13,Punjab,iOS,user_0323,user_0200,0
txn_028824,358.2575351776603,11,Bihar,Android,user_0406,user_0340,0
txn_024468,824.2252795108833,16,Maharashtra,Android,user_0068,user_0249,0
txn_048252,780.3833245632908,0,UP,Web,user_0046,user_0471,1
txn_007201,116.4987938705409,9,Delhi,iOS,user_0004,user_0152,0
txn_009282,1022.7036143778262,16,West Bengal,iOS,user_0187,user_0031,0
