transaction_id,amount,hour,state,device,fraud_flag,anomaly
62,159.03710972597312,23,Karnataka,iOS,0,1
63,1452.57067815969,20,Delhi,iOS,0,1
64,466.33222110353336,16,Maharashtra,Android,0,1
65,6593.941633552248,23,Bihar,iOS,0,-1
66,5699.158047400945,9,Bihar,Android,0,1
67,93.11789172160036,21,Delhi,iOS,0,1
68,730.2947535416492,8,Delhi,Android,0,1
69,1559.3774838126565,21,UP,Android,0,1
70,2828.055329084629,2,UP,Android,0,1
71,3317.674412744432,22,Maharashtra,iOS,0,1
72,2135.461095206364,15,Karnataka,Android,0,1
73,1107.5129427404072,16,Karnataka,iOS,0,1
74,1075.3088294839358,8,Bihar,Android,0,1
75,1416.462998189147,23,Maharashtra,iOS,0,1
76,11018.177467430112,4,Karnataka,Android,1,-1
77,616.4361346706482,12,Karnataka,iOS,0,1
78,1280.634692663752,10,Delhi,Android,0,1
79,1602.017246659237,15,Karnataka,iOS,0,1
80,1905.6587978376544,1,Maharashtra,iOS,0,1
81,1914.27574836748,14,Maharashtra,iOS,0,1
82,1008.840396777262,8,Delhi,Android,0,1
83,97.16100611481085,20,Karnataka,Android,0,1
84,989.960423789589,2,Delhi,Android,0,1
85,3117.5534293867995,19,Delhi,Android,0,1
86,111.45945620189882,3,Karnataka,Android,0,1
87,2678.387489947144,22,Karnataka,Android,0,1
88,4894.334299717234,15,Maharashtra,Android,0,1
89,1415.6815758801058,3,Delhi,Android,0,1
90,2399.05750898792,16,Karnataka,Android,0,1
91,2116.1209710035378,3,UP,Android,0,1
92,849.6115646035569,15,Maharashtra,Android,0,1
93,1302.5504473060168,10,UP,Android,0,1
94,4572.32634225874,8,UP,Android,0,1
95,555.9366238039702,8,UP,iOS,0,1
96,937.1231619332503,4,UP,iOS,0,1
97,877.08735404635,3,Karnataka,Android,0,1
98,5771.081338166295,5,Delhi,iOS,0,1
99,580.2831483319966,9,UP,iOS,0,1
100,76.71957621586019,20,Delhi,Android,0,1
101,1400.7953509017643,11,UP,iOS,0,1
102,1264.445488923482,0,UP,iOS,0,1
103,1189.272055291485,15,Delhi,Android,1,1
104,2946.0888350526884,5,Maharashtra,iOS,0,1
105,494.1102531050316,8,Delhi,Android,0,1
106,18.039465299296623,15,Delhi,iOS,0,1
107,548.822796430464,21,Bihar,iOS,0,1
108,4837.439021246458,3,Delhi,iOS,0,1
109,2044.896994872932,21,Maharashtra,iOS,0,1
110,914.52874762415,2,Bihar,iOS,0,1
111,2750.1070386557008,18,Maharashtra,iOS,0,1
112,5516.714665848042,20,Delhi,iOS,0,1
113,771.2259422284642,7,Maharashtra,iOS,0,1
114,5023.937492590359,3,Bihar,iOS,0,1
115,3357.6513711981866,10,UP,Android,0,1
116,542.3725107693944,8,Karnataka,Android,0,1
117,250.36740876167624,14,Bihar,iOS,0,1
118,2927.194115707188,9,Maharashtra,iOS,0,1
119,549.0087488669026,21,Karnataka,iOS,0,1
120,440.0604816585056,14,UP,Android,0,1
121,879.4727303740758,14,UP,iOS,0,1
122,1471.6492711928856,0,Bihar,iOS,0,1
123,3665.9798025914815,21,Karnataka,iOS,0,1
124,2716.7805937699186,15,Maharashtra,iOS,0,1
125,31.106800973957235,2,UP,Android,0,1
126,227.3191389367871,14,UP,Android,0,1
127,3772.26565917566,0,Maharashtra,iOS,0,1
128,2313.746476962764,3,Karnataka,Android,0,1
129,28.445136744712688,9,Delhi,iOS,0,1
130,5460.848393048107,22,Bihar,Android,0,1
131,377.7556251619068,0,Bihar,iOS,0,1
132,7057.555512945447,17,Maharashtra,iOS,0,1
133,416.616296048268,19,Bihar,Android,0,1
134,539.9505668468801,1,UP,Android,0,1
135,1282.0956029883566,9,Karnataka,iOS,0,1
136,670.5653332366317,14,Maharashtra,Android,0,1
137,1015.6758973296808,6,UP,Android,0,1
138,1006.6921255630292,18,Karnataka,iOS,0,1
139,4724.524414900996,11,UP,iOS,0,1
140,4734.641859841905,7,Maharashtra,Android,0,1
141,579.2353684633148,16,Karnataka,Android,0,1
142,4156.797750173813,8,Maharashtra,iOS,0,1
143,214.61293612760767,1,Delhi,Android,0,1
144,750.7315435471601,7,Delhi,iOS,0,1
145,4889.507282454928,6,Delhi,iOS,0,1
146,1494.343156421195,8,Bihar,Android,0,1
147,3729.061267233093,22,Karnataka,iOS,0,1
148,900.7146257791184,18,UP,iOS,0,1
149,527.2218597873684,6,Maharashtra,Android,0,1
150,1529.164147960416,20,Maharashtra,Android,0,1
151,2367.845957131369,14,Bihar,iOS,0,1
152,1246.6377043851196,20,Bihar,Android,0,1
153,1833.8357968324444,3,Karnataka,iOS,0,1
154,87.01015748093242,0,Karnataka,Android,0,1
155,448.6110577048541,8,Bihar,Android,0,1
156,791.9982439411394,19,UP,Android,0,1
157,1287.1569832738005,10,Bihar,Android,0,1
158,420.2419313658936,22,UP,iOS,1,1
159,2905.32550491422,23,Karnataka,Android,0,1
160,5475.342886165847,2,Delhi,iOS,0,1
161,885.850420203352,3,Delhi,Android,0,1
162,2895.4436126121677,22,Bihar,iOS,0,1
163,229.23401341308184,17,Delhi,iOS,0,1
164,401.9814159532551,5,Maharashtra,iOS,1,1
165,743.2383302128193,2,Karnataka,Android,1,1
166,1651.5408985174863,22,UP,Android,0,1
167,927.576832396004,7,Maharashtra,Android,0,1
168,2587.1611607311474,5,Bihar,iOS,0,1
169,6615.33953760903,8,Karnataka,iOS,0,1
170,452.0369886260412,6,Karnataka,iOS,0,1
171,9215.830417501937,23,Karnataka,iOS,0,-1
172,346.42254294756003,3,Bihar,Android,0,1
173,2.3852987623614963,17,Delhi,Android,0,1
174,1952.9580683584425,8,UP,iOS,0,1
175,618.8611253753571,8,UP,Android,0,1
176,5543.573373501998,23,Delhi,Android,0,1
177,591.9721956133301,7,Delhi,iOS,0,1
178,5970.044358600628,8,Maharashtra,iOS,0,1
179,1666.6366763791418,21,Maharashtra,Android,0,1
180,635.4437106513587,14,Delhi,Android,0,1
181,3521.100535018721,12,Delhi,iOS,0,1
182,1628.631826905385,22,Karnataka,Android,0,1
183,3673.549388365912,17,UP,iOS,0,1
184,3251.916867250718,11,Maharashtra,Android,0,1
185,2366.5636723423804,10,Bihar,iOS,0,1
186,980.9664955137524,11,Bihar,iOS,0,1
187,1560.528464878143,0,Karnataka,Android,0,1
188,2392.887345577906,15,Maharashtra,Android,0,1
189,2156.5892015057507,18,Bihar,iOS,0,1
190,2807.4254462102067,4,Delhi,Android,0,1
191,1621.129099944157,13,Delhi,iOS,0,1
192,1345.051860931916,8,UP,iOS,0,1
193,143.08275124573504,17,Karnataka,Android,0,1
194,3445.630739879085,3,UP,iOS,0,1
195,4164.435982694509,8,Bihar,iOS,0,1
196,1136.5877832205438,7,UP,iOS,0,1
197,1831.5121836172364,8,Maharashtra,Android,0,1
198,8565.542785570584,8,Delhi,Android,0,-1
199,910.2991911042784,1,Maharashtra,Android,0,1
200,2067.2766076076023,4,UP,Android,0,1
201,2061.448731178768,17,Maharashtra,iOS,0,1
202,3949.439035166216,9,Delhi,Android,0,1
203,3363.059754788705,16,Delhi,Android,0,1
204,3430.6182405113973,17,Bihar,Android,1,1
205,257.2336278297041,13,Bihar,Android,0,1
206,1204.795221350082,8,UP,Android,0,1
207,3431.234540974747,21,Bihar,Android,0,1
208,3974.1903544495935,8,Delhi,iOS,0,1
209,131.70736580162378,13,Karnataka,iOS,0,1
210,285.40634571021377,21,Maharashtra,iOS,0,1
211,85.29355011565994,12,Karnataka,iOS,1,1
212,402.0278073861015,7,Karnataka,iOS,0,1
213,2206.786979879869,4,Karnataka,iOS,0,1
214,377.9705592689842,15,Maharashtra,Android,0,1
215,2166.027254719812,9,Bihar,iOS,0,1
216,607.0634614348035,23,UP,iOS,0,1
217,464.768812173112,9,UP,Android,0,1
218,1219.6548556634157,4,UP,iOS,0,1
219,342.6339838387271,11,Delhi,iOS,0,1
220,39.15321339480925,10,Karnataka,Android,0,1
221,1056.795030771791,23,Karnataka,Android,0,1
222,1697.4433082466908,14,UP,Android,0,1
223,461.7411194027827,5,Maharashtra,iOS,0,1
224,4176.916595676974,0,Bihar,Android,0,1
225,2947.1455509041093,20,Karnataka,iOS,0,1
226,146.81015061124342,6,Karnataka,iOS,0,1
227,446.130586631757,16,Delhi,iOS,0,1
228,1085.9228448455187,3,Bihar,Android,0,1
229,1022.8855238624024,8,Delhi,Android,0,1
230,1187.0852282683186,3,Maharashtra,Android,0,1
231,2919.535727270128,23,Karnataka,iOS,0,1
232,333.21134567661545,2,Bihar,Android,0,1
233,741.9769413529066,2,Karnataka,Android,0,1
234,2893.1974752352635,22,Bihar,iOS,0,1
235,2041.759581165181,11,UP,Android,0,1
236,1099.3209405563102,4,Karnataka,iOS,0,1
237,681.5471149796493,12,Delhi,iOS,0,1
238,2687.785941153643,5,Karnataka,iOS,0,1
239,699.7183184877548,22,Bihar,iOS,0,1
240,2238.561083855649,17,UP,iOS,0,1
241,269.72217422998654,2,Maharashtra,iOS,0,1
242,246.18493924449265,21,Bihar,iOS,0,1
243,221.4376318658665,1,Bihar,iOS,0,1
244,3096.87037129542,10,Bihar,iOS,0,1
245,1973.3387755995104,0,UP,iOS,0,1
246,6121.607775494668,4,UP,Android,0,1
247,162.44589572590698,19,Karnataka,Android,0,1
248,2149.7774577170885,15,Maharashtra,iOS,0,1
249,283.324328091688,21,Karnataka,iOS,0,1
250,7399.539666049376,21,UP,iOS,0,-1
251,1270.35333448309,14,Bihar,iOS,0,1
252,621.2462462708389,8,Bihar,iOS,0,1
253,2377.608111001295,11,Bihar,Android,0,1
254,9044.455282986835,3,UP,Android,0,-1
255,1197.7047271027393,22,Delhi,Android,0,1
256,1915.6920415382767,18,Maharashtra,iOS,0,1
257,1212.0811958926977,20,Delhi,Android,0,1
258,1182.0421451954176,21,UP,iOS,0,1
259,121.38781147758338,5,Delhi,Android,0,1
260,545.7919076255085,5,Bihar,iOS,0,1
261,3014.5085780982263,1,UP,iOS,0,1
262,606.0349672894445,18,Delhi,iOS,0,1
263,2002.9328898721933,23,Bihar,iOS,0,1
264,4583.273437236265,9,Delhi,Android,0,1
265,1885.500706998554,20,Delhi,iOS,0,1
266,2551.4133896446124,6,Bihar,Android,0,1
267,144.05070580678534,1,Karnataka,iOS,0,1
268,25.21296687925425,20,Karnataka,Android,0,1
269,335.4453861323999,9,Delhi,iOS,0,1
270,2806.043235191011,0,Bihar,Android,0,1
271,3803.968900311142,13,Bihar,Android,0,1
272,6614.928929073847,10,Delhi,iOS,1,1
273,5851.572189533916,4,UP,iOS,0,1
274,552.8739558774214,19,Karnataka,Android,0,1
275,3427.487732640566,6,Karnataka,iOS,1,1
276,2557.822217395504,13,Delhi,iOS,0,1
277,4320.942599539711,2,Karnataka,Android,0,1
278,2378.7047515221784,23,Karnataka,iOS,0,1
279,940.2949541215112,7,Karnataka,Android,0,1
280,3953.766536023077,3,Delhi,Android,0,1
281,498.6744984950026,22,Delhi,Android,0,1
282,4504.676366273865,11,Bihar,iOS,0,1
283,1028.364664083919,2,Maharashtra,Android,0,1
284,3413.5918753152528,9,Maharashtra,iOS,0,1
285,350.6852940913248,23,UP,iOS,0,1
286,38.857980244735934,11,Bihar,iOS,0,1
287,3074.3249303916264,4,UP,iOS,0,1
288,539.9683667547287,11,UP,iOS,0,1
289,1763.125323641669,23,Maharashtra,iOS,0,1
290,1725.668086911763,4,Karnataka,iOS,0,1
291,551.5556694697727,5,Maharashtra,Android,0,1
292,7085.884690468013,18,UP,iOS,0,1
293,1636.4217734207514,9,Delhi,iOS,0,1
294,3089.211836940679,21,Karnataka,iOS,0,1
295,856.782152565561,21,Bihar,Android,0,1
296,2376.8934697049613,7,Maharashtra,Android,0,1
297,74.92890082576541,21,UP,iOS,0,1
298,2.0346340902507656,20,Maharashtra,iOS,0,1
299,1344.3042272603932,20,Bihar,Android,0,1
300,922.7491768868076,8,Maharashtra,Android,0,1
301,1078.2893203253489,3,Delhi,iOS,0,1
302,1349.9064978556637,15,Bihar,Android,1,1
303,1285.8398634743214,16,UP,iOS,0,1
304,3729.379250277207,14,Delhi,Android,0,1
305,2364.62944613865,7,Bihar,Android,0,1
306,2447.071013144565,0,Karnataka,iOS,0,1
307,2243.931046434277,17,UP,iOS,0,1
308,2271.256672293902,23,Maharashtra,Android,0,1
309,2194.2470033254463,5,Karnataka,iOS,0,1
310,3817.203970101,10,Karnataka,iOS,0,1
311,3419.380270632796,3,Delhi,Android,0,1
312,816.17785891923,14,Bihar,iOS,0,1
313,2491.2245935785927,3,Delhi,Android,1,1
314,311.3480743590202,0,Karnataka,iOS,0,1
315,373.3695748018332,4,UP,iOS,0,1
316,850.5929527572753,14,Delhi,Android,0,1
317,2928.703272158149,11,Karnataka,Android,0,1
318,507.1346621518504,3,Delhi,Android,0,1
319,708.8237389698602,15,Bihar,iOS,0,1
320,453.7217893472507,22,Bihar,iOS,0,1
321,6693.150545174365,13,UP,Android,0,1
322,144.3136671158214,14,UP,iOS,0,1
323,2589.0908944890625,22,Karnataka,Android,0,1
324,2554.271345671352,8,Karnataka,iOS,0,1
325,951.9997794143628,2,UP,iOS,0,1
326,3233.1119843957763,22,Maharashtra,iOS,0,1
327,522.8870895859197,6,Bihar,Android,0,1
328,1169.0698315447073,12,Delhi,Android,0,1
329,7538.014138351591,4,UP,Android,0,-1
330,4165.690245241394,4,UP,Android,0,1
331,86.76113790926286,19,Maharashtra,iOS,0,1
332,1945.663575938907,1,Delhi,Android,0,1
333,1312.81813327804,12,Maharashtra,Android,0,1
334,2265.877022802546,11,Delhi,iOS,0,1
335,1660.8132565336152,19,Maharashtra,Android,0,1
336,2239.750049135805,20,UP,iOS,0,1
337,1406.6871129790873,13,Maharashtra,Android,0,1
338,3600.044141956837,15,Maharashtra,Android,0,1
339,2984.510636623579,1,Maharashtra,iOS,0,1
340,206.55559506191685,6,UP,iOS,0,1
341,989.0187239944464,22,Bihar,Android,0,1
342,1143.1776229195157,23,UP,Android,0,1
343,112.24954890844424,22,Delhi,iOS,0,1
344,291.59940407623134,0,Bihar,iOS,0,1
345,2595.860166835708,13,Delhi,Android,0,1
346,3528.4216762645574,4,UP,Android,0,1
347,2969.857391020262,5,Bihar,Android,0,1
348,278.7401509180755,11,UP,Android,0,1
349,60.21466489136789,5,Delhi,iOS,0,1
350,515.3673963235208,18,Bihar,Android,0,1
351,1059.9140127318276,0,Delhi,iOS,0,1
352,1407.1051193344035,15,Delhi,iOS,0,1
353,2485.9464058475087,0,Delhi,iOS,0,1
354,4019.9043740867087,5,Bihar,iOS,0,1
355,443.2532266994907,22,Karnataka,Android,0,1
356,1017.81277493566,13,Karnataka,iOS,0,1
357,2022.4688433410604,0,Karnataka,Android,0,1
358,7387.209779381373,5,UP,iOS,0,1
359,2146.1367840929765,13,Maharashtra,Android,0,1
360,2544.8532930652946,17,Maharashtra,Android,0,1
361,8525.964014771193,8,Bihar,Android,0,-1
362,11478.755852047298,0,UP,Android,0,-1
363,4306.607401064032,19,UP,iOS,0,1
364,617.5557874725768,23,Karnataka,Android,0,1
365,771.9671592713358,23,UP,iOS,0,1
366,3186.8406539641187,22,Karnataka,Android,0,1
367,1965.597561857858,21,Maharashtra,iOS,0,1
368,617.4067167142804,5,Karnataka,Android,0,1
369,6363.326672049181,12,Karnataka,Android,0,1
370,195.55541174298617,0,Karnataka,Android,0,1
371,1814.5781960704105,7,Karnataka,iOS,0,1
372,1348.971592462245,23,Karnataka,Android,0,1
373,2824.4214708749487,18,Maharashtra,iOS,0,1
374,1685.2358373248214,17,Bihar,Android,0,1
375,584.7882397936767,17,Delhi,Android,0,1
376,1281.078772380813,17,Karnataka,iOS,0,1
377,992.419546321266,19,Karnataka,iOS,0,1
378,132.756572022911,9,Maharashtra,iOS,0,1
379,2814.0188280380858,10,Karnataka,iOS,0,1
380,701.7350375452936,16,UP,iOS,0,1
381,5034.0587383240745,0,Delhi,iOS,0,1
382,2593.03397756837,7,UP,Android,0,1
383,3396.986469537251,15,UP,iOS,0,1
384,90.62857386497774,23,Bihar,iOS,1,1
385,787.2717588199513,8,Maharashtra,iOS,0,1
386,5748.4470715238,3,UP,iOS,0,1
387,828.3930992753568,18,Maharashtra,iOS,0,1
388,1302.6023446748147,10,Maharashtra,Android,0,1
389,2118.4515454774582,3,Bihar,Android,0,1
390,11404.039734923726,14,UP,Android,0,-1
391,2856.1250324801595,9,Bihar,iOS,0,1
392,3034.1418419931024,0,Karnataka,iOS,0,1
393,470.2731789368627,17,Karnataka,Android,0,1
394,1416.119302032456,12,UP,Android,0,1
395,83.91138434236247,19,Karnataka,iOS,0,1
396,2719.397435659254,17,Bihar,iOS,0,1
397,1905.8374269865749,7,Maharashtra,iOS,0,1
398,28.020465088588924,3,UP,iOS,0,1
399,8388.88427434947,11,UP,iOS,0,-1
400,2719.5774915561906,16,Bihar,Android,0,1
401,2041.8153194639287,1,Delhi,iOS,0,1
402,0.6232449384899926,12,Bihar,iOS,0,1
403,1007.408864773925,21,Maharashtra,iOS,0,1
404,479.47369122769857,5,Delhi,iOS,0,1
405,1722.420958420652,13,Delhi,Android,0,1
406,1270.164970948832,11,Bihar,Android,0,1
407,20.441528069553648,5,Delhi,Android,0,1
408,2838.6008928310757,17,Bihar,iOS,0,1
409,395.21724654693577,3,Maharashtra,Android,0,1
410,7321.980080480621,19,Maharashtra,Android,0,1
411,1797.9248743314763,18,Delhi,iOS,0,1
412,6106.309203815184,21,UP,iOS,0,1
413,1825.1298920626475,22,Bihar,Android,0,1
414,437.86751423718135,18,Maharashtra,Android,0,1
415,687.1638711236088,14,UP,Android,0,1
416,2711.4513385176515,23,Karnataka,iOS,0,1
417,172.10115582833708,23,Bihar,Android,0,1
418,2531.085943871836,5,Maharashtra,Android,0,1
419,350.1963197247311,23,Bihar,iOS,0,1
420,1126.0391548484083,9,UP,Android,0,1
421,216.7962414768689,16,Bihar,Android,0,1
422,148.96650354860756,2,Karnataka,Android,0,1
423,472.055775485468,5,Bihar,iOS,0,1
424,490.33132401594224,2,Bihar,Android,0,1
425,1583.9933809671522,10,UP,iOS,0,1
426,405.5318777553909,17,Delhi,Android,0,1
427,5238.164886609892,2,Bihar,iOS,0,1
428,358.97867247731864,14,Bihar,Android,0,1
429,612.0545066047004,11,Maharashtra,Android,0,1
430,2641.425513711048,2,Maharashtra,Android,0,1
431,7921.626247979695,14,Karnataka,Android,0,-1
432,6287.811416080502,2,Karnataka,iOS,0,1
433,444.8584795749002,7,Maharashtra,iOS,0,1
434,348.9551668608159,21,Bihar,iOS,0,1
435,5283.512414712638,0,UP,iOS,0,-1
436,291.93086096432256,22,Maharashtra,Android,0,1
437,543.4734757559446,22,Bihar,iOS,0,1
438,464.73794651774193,0,Karnataka,iOS,0,1
439,2772.679726947056,0,Maharashtra,Android,0,1
440,2586.921562226043,3,Maharashtra,iOS,0,1
441,570.4302648919577,11,Bihar,iOS,0,1
442,593.9277782990275,4,Bihar,Android,0,1
443,1958.460711761116,21,UP,iOS,0,1
444,3020.0120441709064,4,Bihar,Android,0,1
445,415.5604935310664,1,Karnataka,iOS,0,1
446,217.342573350463,6,Delhi,Android,0,1
447,1910.8330133581576,7,Delhi,iOS,0,1
448,105.19958433034653,18,Maharashtra,iOS,0,1
449,179.33720343800613,10,Maharashtra,Android,0,1
450,393.367793248222,21,Karnataka,iOS,0,1
451,2992.8915803825807,9,Maharashtra,iOS,0,1
452,222.8239210362979,4,Maharashtra,Android,0,1
453,528.7716475539531,10,Maharashtra,Android,0,1
454,13337.09666662998,18,Delhi,iOS,0,-1
455,1162.9430166065897,9,Karnataka,Android,0,1
456,461.1621885693646,8,UP,iOS,0,1
457,3759.218833380717,17,UP,Android,0,1
458,1561.1182310992567,11,Delhi,Android,0,1
459,64.36682757356503,12,Delhi,Android,0,1
460,825.4889082838084,0,UP,Android,1,1
461,523.2810190896455,2,Bihar,iOS,0,1
462,2051.819341588252,3,Maharashtra,Android,0,1
463,376.0945331087824,12,UP,iOS,0,1
464,3968.412808460643,9,UP,Android,0,1
465,513.4442554209752,21,Delhi,Android,0,1
466,3961.356267206425,3,Karnataka,iOS,0,1
467,1549.6393024067129,13,Maharashtra,iOS,0,1
468,8369.14138598854,12,Maharashtra,Android,0,-1
469,258.92636005146915,13,UP,iOS,0,1
470,376.8005996328212,11,UP,Android,0,1
471,2396.4087896926712,14,Karnataka,Android,0,1
472,676.4170858592792,12,Bihar,Android,0,1
473,100.90738769404902,11,Maharashtra,Android,0,1
474,327.59973773535376,0,Delhi,Android,0,1
475,3331.304277044321,1,Bihar,iOS,0,1
476,8472.481600557614,23,UP,iOS,0,-1
477,2037.4196912425944,15,Maharashtra,Android,0,1
478,482.03163265364,21,Delhi,Android,0,1
479,85.2878373300186,11,Maharashtra,iOS,0,1
480,1622.9057938887408,11,Bihar,Android,0,1
481,689.0824590336647,10,Delhi,Android,0,1
482,3560.592802231064,1,Maharashtra,iOS,0,1
483,898.8083783488429,3,Delhi,iOS,0,1
484,830.6980127084737,3,Maharashtra,iOS,0,1
485,794.3847777751331,16,Karnataka,iOS,0,1
486,82.91241198433343,11,Delhi,iOS,0,1
487,1922.6845780429533,16,Maharashtra,Android,0,1
488,2734.420262496124,0,Delhi,iOS,0,1
489,961.9802013261258,23,Karnataka,iOS,0,1
490,716.9356448429197,9,Karnataka,Android,1,1
491,771.6925121111865,0,Bihar,Android,0,1
492,1417.8491842555602,10,Delhi,Android,0,1
493,2673.828339650804,6,Bihar,Android,0,1
494,4680.883018269413,21,Karnataka,Android,0,1
495,519.8777370285148,9,UP,iOS,0,1
496,2061.929426606151,21,Delhi,iOS,0,1
497,376.3921557987027,1,Maharashtra,Android,0,1
498,391.03228517680594,23,Maharashtra,iOS,0,1
499,1829.2468090080647,19,Karnataka,Android,0,1
500,40.11229602441514,7,UP,Android,0,1
501,1444.1231469789127,11,Bihar,Android,0,1
502,2256.894737188308,17,Karnataka,Android,0,1
503,3384.7636043203,10,UP,iOS,0,1
504,970.769166227609,4,Bihar,Android,0,1
505,2147.505563987732,5,Delhi,iOS,0,1
506,1372.7656187480547,20,Maharashtra,Android,0,1
507,2282.484955276544,20,Maharashtra,Android,0,1
508,822.1986865812813,12,Delhi,Android,0,1
509,3.6754310842995217,3,UP,Android,1,1
510,643.9528659016651,16,Karnataka,Android,0,1
511,2492.5447641271985,0,Delhi,Android,0,1
512,879.7266069404775,5,Karnataka,Android,0,1
513,1319.4457491513158,19,Bihar,iOS,0,1
514,1152.381106998659,22,Karnataka,iOS,0,1
515,623.3445574081708,18,Delhi,Android,0,1
516,2731.145755402874,11,UP,iOS,0,1
517,244.04341250473612,7,UP,Android,0,1
518,72.26451192082726,5,UP,iOS,0,1
519,2555.389055958943,18,Delhi,iOS,0,1
520,3561.6615760942145,21,Karnataka,iOS,0,1
521,897.4951366099825,10,Karnataka,iOS,0,1
522,357.25401681795205,3,Delhi,Android,0,1
523,496.6607788372425,18,Bihar,iOS,0,1
524,2558.85308960766,19,Bihar,iOS,0,1
525,1835.8995614320672,5,Bihar,iOS,0,1
526,2440.748086422845,16,Delhi,iOS,0,1
527,134.40830640847992,5,UP,Android,0,1
528,4919.566591641698,5,Maharashtra,iOS,0,1
529,906.6416745320596,16,Bihar,iOS,0,1
530,6441.477562084695,7,Delhi,Android,0,1
531,4051.473453292951,3,Maharashtra,iOS,0,1
532,1997.8542972138637,10,Maharashtra,iOS,0,1
533,2843.3817572821013,2,Maharashtra,iOS,0,1
534,1149.144561197355,23,UP,iOS,0,1
535,733.8542629306675,10,Bihar,iOS,0,1
536,5743.201788859884,17,Bihar,Android,0,1
537,1016.5074675105355,8,Bihar,iOS,0,1
538,4299.4147774466655,19,Karnataka,iOS,0,1
539,1221.0325492606994,12,Delhi,Android,0,1
540,1120.3803188655709,15,UP,iOS,0,1
541,1244.7273955705216,6,Maharashtra,Android,0,1
542,3179.389576849612,0,Maharashtra,iOS,0,1
543,692.3444973553312,15,Delhi,Android,1,1
544,410.6033644712121,16,Maharashtra,iOS,0,1
545,8025.377282907032,14,Delhi,Android,0,-1
546,4287.37807750989,11,Delhi,iOS,0,1
547,964.3972549415696,20,Delhi,iOS,0,1
548,1598.900813514754,16,UP,Android,0,1
549,1876.284444780082,1,UP,Android,0,1
550,1432.497810050884,15,UP,Android,0,1
551,2493.51388535203,9,Maharashtra,Android,0,1
552,1913.9139252783973,14,Maharashtra,iOS,0,1
553,3329.9826427437547,6,Bihar,iOS,0,1
554,5928.046143383389,10,Bihar,Android,0,1
555,4366.178626252828,13,Bihar,iOS,0,1
556,3648.900901090688,17,Delhi,Android,0,1
557,624.1874663888505,3,Bihar,Android,0,1
558,1553.3302854759388,20,Karnataka,iOS,0,1
